321729,3038,40,40,1,0,0
321729,3039,40,40,1,0,0
321729,3040,40,40,1,0,0
321729,3041,40,40,1,0,0
321729,3042,40,40,1,0,0
321729,3043,40,40,1,0,0
321729,3045,40,40,1,0,0
321729,3046,40,40,1,0,0
321730,3038,40,40,1,0,0
321730,3039,40,40,1,0,0
321730,3040,40,40,1,0,0
321730,3041,40,40,1,0,0
321730,3042,40,40,1,0,0
321730,3043,40,40,1,0,0
321730,3045,40,40,1,0,0
321730,3046,40,40,1,0,0
321731,3038,40,40,1,0,0
321731,3039,40,40,1,0,0
321731,3040,40,40,1,0,0
321731,3041,40,40,1,0,0
321731,3042,40,40,1,0,0
321731,3043,40,40,1,0,0
321731,3045,40,40,1,0,0
321731,3046,40,40,1,0,0
321732,3038,40,40,1,0,0
321732,3039,40,40,1,0,0
321732,3040,40,40,1,0,0
321732,3041,40,40,1,0,0
321732,3042,40,40,1,0,0
321732,3043,40,40,1,0,0
321732,3045,40,40,1,0,0
321732,3046,40,40,1,0,0
321735,3038,40,40,1,0,0
321735,3039,40,40,1,0,0
321735,3040,40,40,1,0,0
321735,3041,40,40,1,0,0
321735,3042,40,40,1,0,0
321735,3043,40,40,1,0,0
321735,3045,40,40,1,0,0
321735,3046,40,40,1,0,0
