321729,417,40,40,1,0,1
321729,418,40,40,1,0,1
321729,420,40,40,1,0,1
321729,421,40,40,1,0,1
321729,422,40,40,1,0,1
321729,423,40,40,1,0,1
321729,424,40,40,1,0,1
321729,425,40,40,1,0,1
321730,417,40,40,1,0,1
321730,418,40,40,1,0,1
321730,420,40,40,1,0,1
321730,421,40,40,1,0,1
321730,422,40,40,1,0,1
321730,423,40,40,1,0,1
321730,424,40,40,1,0,1
321730,425,40,40,1,0,1
321731,417,40,40,1,0,1
321731,418,40,40,1,0,1
321731,420,40,40,1,0,1
321731,421,40,40,1,0,1
321731,422,40,40,1,0,1
321731,423,40,40,1,0,1
321731,424,40,40,1,0,1
321731,425,40,40,1,0,1
321732,417,40,40,1,0,1
321732,418,40,40,1,0,1
321732,420,40,40,1,0,1
321732,421,40,40,1,0,1
321732,422,40,40,1,0,1
321732,423,40,40,1,0,1
321732,424,40,40,1,0,1
321732,425,40,40,1,0,1
321735,417,40,40,1,0,1
321735,418,40,40,1,0,1
321735,420,40,40,1,0,1
321735,421,40,40,1,0,1
321735,422,40,40,1,0,1
321735,423,40,40,1,0,1
321735,424,40,40,1,0,1
321735,425,40,40,1,0,1
