321119,203812,40,40,1,0,1
321119,203813,40,40,1,0,1
321119,203814,40,40,1,0,1
321119,203815,40,40,1,0,1
321119,203816,40,40,1,0,1
321119,203817,40,40,1,0,1
321119,203818,40,40,1,0,1
321119,203819,40,40,1,0,1
321119,203820,40,40,1,0,1
321119,203821,40,40,1,0,1
321119,203822,40,40,1,0,1
321119,203823,40,40,1,0,1
321119,203824,40,40,1,0,1
321119,203825,40,40,1,0,1
321119,203826,40,40,1,0,1
321119,203827,40,40,1,0,1
321119,203828,40,40,1,0,1
321119,203829,40,40,1,0,1
321119,203830,40,40,1,0,1
321119,203831,40,40,1,0,1
321119,203832,40,40,1,0,1
321119,203833,40,40,1,0,1
321119,203834,40,40,1,0,1
321119,203835,40,40,1,0,1
321119,203836,40,40,1,0,1
321119,203837,40,40,1,0,1
321119,203838,40,40,1,0,1
321119,203839,40,40,1,0,1
321119,203840,40,40,1,0,1
321119,203841,40,40,1,0,1
321119,203842,40,40,1,0,1
321119,203843,40,40,1,0,1
321119,203844,40,40,1,0,1
321119,203845,40,40,1,0,1
321119,203846,40,40,1,0,1
321119,203847,40,40,1,0,1
321121,203812,40,40,1,0,1
321121,203813,40,40,1,0,1
321121,203814,40,40,1,0,1
321121,203815,40,40,1,0,1
321121,203816,40,40,1,0,1
321121,203817,40,40,1,0,1
321121,203818,40,40,1,0,1
321121,203819,40,40,1,0,1
321121,203820,40,40,1,0,1
321121,203821,40,40,1,0,1
321121,203822,40,40,1,0,1
321121,203823,40,40,1,0,1
321121,203824,40,40,1,0,1
321121,203825,40,40,1,0,1
321121,203826,40,40,1,0,1
321121,203827,40,40,1,0,1
321121,203828,40,40,1,0,1
321121,203829,40,40,1,0,1
321121,203830,40,40,1,0,1
321121,203831,40,40,1,0,1
321121,203832,40,40,1,0,1
321121,203833,40,40,1,0,1
321121,203834,40,40,1,0,1
321121,203835,40,40,1,0,1
321121,203836,40,40,1,0,1
321121,203837,40,40,1,0,1
321121,203838,40,40,1,0,1
321121,203839,40,40,1,0,1
321121,203840,40,40,1,0,1
321121,203841,40,40,1,0,1
321121,203842,40,40,1,0,1
321121,203843,40,40,1,0,1
321121,203844,40,40,1,0,1
321121,203845,40,40,1,0,1
321121,203846,40,40,1,0,1
321121,203847,40,40,1,0,1
321122,203812,40,40,1,0,1
321122,203813,40,40,1,0,1
