RE-1_R3_CH29_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06486, eta max = -1.14891, phi min = -1.31171, phi max = -1.48081 OK
RE+1_R3_CH29_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.92056, eta max = 0.965453, phi min = -1.48082, phi max = -1.31171 OK
RE+1_R3_CH29_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.966618, eta max = 1.06346, phi min = -1.48081, phi max = -1.31171 OK
RE+1_R3_CH29_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06486, eta max = 1.14891, phi min = -1.48081, phi max = -1.31171 OK
RE-1_R2_CH35_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = -1.23524, eta max = -1.34109, phi min = -0.264391, phi max = -0.433741 OK
RE-1_R2_CH35_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = -1.34323, eta max = -1.45687, phi min = -0.264372, phi max = -0.43376 OK
RE-1_R2_CH35_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = -1.45939, eta max = -1.69033, phi min = -0.264337, phi max = -0.433794 OK
RE+1_R2_CH35_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = 1.23524, eta max = 1.34109, phi min = -0.433741, phi max = -0.264391 OK
RE+1_R2_CH35_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = 1.34323, eta max = 1.45687, phi min = -0.43376, phi max = -0.264372 OK
RE+1_R2_CH35_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = 1.45939, eta max = 1.69033, phi min = -0.433794, phi max = -0.264337 OK
RE-1_R3_CH35_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = -0.92056, eta max = -0.965453, phi min = -0.264514, phi max = -0.433618 OK
RE-1_R3_CH35_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = -0.966619, eta max = -1.06346, phi min = -0.264515, phi max = -0.433617 OK
RE-1_R3_CH35_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06486, eta max = -1.14891, phi min = -0.264515, phi max = -0.433616 OK
RE+1_R3_CH35_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.92056, eta max = 0.965453, phi min = -0.433618, phi max = -0.264514 OK
RE+1_R3_CH35_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.966619, eta max = 1.06346, phi min = -0.433617, phi max = -0.264515 OK
RE+1_R3_CH35_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06486, eta max = 1.14891, phi min = -0.433616, phi max = -0.264515 OK
RE-1_R2_CH06_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = -1.19862, eta max = -1.30322, phi min = 0.787989, phi max = 0.95734 OK
RE-1_R2_CH06_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = -1.30534, eta max = -1.41788, phi min = 0.787971, phi max = 0.957359 OK
RE-1_R2_CH06_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = -1.42037, eta max = -1.64965, phi min = 0.787936, phi max = 0.957393 OK
RE+1_R2_CH06_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = 1.19862, eta max = 1.30322, phi min = 0.95734, phi max = 0.787989 OK
RE+1_R2_CH06_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = 1.30534, eta max = 1.41788, phi min = 0.957359, phi max = 0.787971 OK
RE+1_R2_CH06_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = 1.42037, eta max = 1.64965, phi min = 0.957393, phi max = 0.787936 OK
RE-1_R3_CH06_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = -0.916114, eta max = -0.96088, phi min = 0.957216, phi max = 0.788113 OK
RE-1_R3_CH06_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = -0.962043, eta max = -1.05864, phi min = 0.957216, phi max = 0.788114 OK
RE-1_R3_CH06_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06004, eta max = -1.1439, phi min = 0.957215, phi max = 0.788114 OK
RE+1_R3_CH06_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.916114, eta max = 0.96088, phi min = 0.788113, phi max = 0.957216 OK
RE+1_R3_CH06_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.962043, eta max = 1.05864, phi min = 0.788114, phi max = 0.957216 OK
RE+1_R3_CH06_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06004, eta max = 1.1439, phi min = 0.788114, phi max = 0.957215 OK
RE-1_R2_CH12_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = -1.19862, eta max = -1.30322, phi min = 1.83519, phi max = 2.00454 OK
RE-1_R2_CH12_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = -1.30534, eta max = -1.41788, phi min = 1.83517, phi max = 2.00456 OK
RE-1_R2_CH12_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = -1.42037, eta max = -1.64965, phi min = 1.83513, phi max = 2.00459 OK
RE+1_R2_CH12_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = 1.19862, eta max = 1.30322, phi min = 2.00454, phi max = 1.83519 OK
RE+1_R2_CH12_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = 1.30534, eta max = 1.41788, phi min = 2.00456, phi max = 1.83517 OK
RE+1_R2_CH12_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = 1.42037, eta max = 1.64965, phi min = 2.00459, phi max = 1.83513 OK
RE-1_R3_CH12_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = -0.916114, eta max = -0.960881, phi min = 2.00441, phi max = 1.83531 OK
RE-1_R3_CH12_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = -0.962043, eta max = -1.05864, phi min = 2.00441, phi max = 1.83531 OK
RE-1_R3_CH12_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06004, eta max = -1.1439, phi min = 2.00441, phi max = 1.83531 OK
RE+1_R3_CH12_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.916114, eta max = 0.960881, phi min = 1.83531, phi max = 2.00441 OK
RE+1_R3_CH12_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.962043, eta max = 1.05864, phi min = 1.83531, phi max = 2.00441 OK
RE+1_R3_CH12_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06004, eta max = 1.1439, phi min = 1.83531, phi max = 2.00441 OK
RE-1_R2_CH18_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = -1.19862, eta max = -1.30322, phi min = 2.88238, phi max = 3.05173 OK
RE-1_R2_CH18_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = -1.30534, eta max = -1.41788, phi min = 2.88237, phi max = 3.05175 OK
RE-1_R2_CH18_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = -1.42037, eta max = -1.64965, phi min = 2.88233, phi max = 3.05179 OK
RE+1_R2_CH18_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = 1.19862, eta max = 1.30322, phi min = 3.05173, phi max = 2.88238 OK
RE+1_R2_CH18_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = 1.30534, eta max = 1.41788, phi min = 3.05175, phi max = 2.88237 OK
RE+1_R2_CH18_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = 1.42037, eta max = 1.64965, phi min = 3.05179, phi max = 2.88233 OK
RE-1_R3_CH18_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = -0.916114, eta max = -0.96088, phi min = 3.05161, phi max = 2.88251 OK
RE-1_R3_CH18_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = -0.962043, eta max = -1.05864, phi min = 3.05161, phi max = 2.88251 OK
RE-1_R3_CH18_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06004, eta max = -1.1439, phi min = 3.05161, phi max = 2.88251 OK
RE+1_R3_CH18_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.916114, eta max = 0.96088, phi min = 2.88251, phi max = 3.05161 OK
RE+1_R3_CH18_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.962043, eta max = 1.05864, phi min = 2.88251, phi max = 3.05161 OK
RE+1_R3_CH18_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06004, eta max = 1.1439, phi min = 2.88251, phi max = 3.05161 OK
RE-1_R2_CH24_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = -1.19862, eta max = -1.30322, phi min = -2.3536, phi max = -2.18425 OK
RE-1_R2_CH24_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = -1.30534, eta max = -1.41788, phi min = -2.35362, phi max = -2.18423 OK
RE-1_R2_CH24_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = -1.42037, eta max = -1.64965, phi min = -2.35366, phi max = -2.1842 OK
RE+1_R2_CH24_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = 1.19862, eta max = 1.30322, phi min = -2.18425, phi max = -2.3536 OK
RE+1_R2_CH24_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = 1.30534, eta max = 1.41788, phi min = -2.18423, phi max = -2.35362 OK
RE+1_R2_CH24_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = 1.42037, eta max = 1.64965, phi min = -2.1842, phi max = -2.35366 OK
RE-1_R3_CH24_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = -0.916114, eta max = -0.96088, phi min = -2.18438, phi max = -2.35348 OK
RE-1_R3_CH24_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = -0.962043, eta max = -1.05864, phi min = -2.18438, phi max = -2.35348 OK
RE-1_R3_CH24_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06004, eta max = -1.1439, phi min = -2.18438, phi max = -2.35348 OK
RE+1_R3_CH24_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.916114, eta max = 0.96088, phi min = -2.35348, phi max = -2.18438 OK
RE+1_R3_CH24_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.962043, eta max = 1.05864, phi min = -2.35348, phi max = -2.18438 OK
RE+1_R3_CH24_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06004, eta max = 1.1439, phi min = -2.35348, phi max = -2.18438 OK
RE-1_R2_CH30_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = -1.19862, eta max = -1.30322, phi min = -1.30641, phi max = -1.13706 OK
RE-1_R2_CH30_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = -1.30534, eta max = -1.41788, phi min = -1.30642, phi max = -1.13704 OK
RE-1_R2_CH30_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = -1.42037, eta max = -1.64965, phi min = -1.30646, phi max = -1.137 OK
RE+1_R2_CH30_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = 1.19862, eta max = 1.30322, phi min = -1.13706, phi max = -1.30641 OK
RE+1_R2_CH30_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = 1.30534, eta max = 1.41788, phi min = -1.13704, phi max = -1.30642 OK
RE+1_R2_CH30_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = 1.42037, eta max = 1.64965, phi min = -1.137, phi max = -1.30646 OK
RE-1_R3_CH30_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = -0.916114, eta max = -0.960881, phi min = -1.13718, phi max = -1.30628 OK
RE-1_R3_CH30_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = -0.962043, eta max = -1.05864, phi min = -1.13718, phi max = -1.30628 OK
RE-1_R3_CH30_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06004, eta max = -1.1439, phi min = -1.13718, phi max = -1.30628 OK
RE+1_R3_CH30_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.916114, eta max = 0.960881, phi min = -1.30628, phi max = -1.13718 OK
RE+1_R3_CH30_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.962043, eta max = 1.05864, phi min = -1.30628, phi max = -1.13718 OK
RE+1_R3_CH30_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06004, eta max = 1.1439, phi min = -1.30628, phi max = -1.13718 OK
RE-1_R2_CH36_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = -1.19862, eta max = -1.30322, phi min = -0.259208, phi max = -0.0898576 OK
RE-1_R2_CH36_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = -1.30534, eta max = -1.41788, phi min = -0.259227, phi max = -0.0898389 OK
RE-1_R2_CH36_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = -1.42037, eta max = -1.64965, phi min = -0.259261, phi max = -0.0898044 OK
RE+1_R2_CH36_A ,  distance to beam line  = 435.186, distance to beam line max = 461.936, eta min = 1.19862, eta max = 1.30322, phi min = -0.0898576, phi max = -0.259208 OK
RE+1_R2_CH36_B ,  distance to beam line  = 382.877, distance to beam line max = 407.377, eta min = 1.30534, eta max = 1.41788, phi min = -0.0898389, phi max = -0.259227 OK
RE+1_R2_CH36_C ,  distance to beam line  = 317.686, distance to beam line max = 357.386, eta min = 1.42037, eta max = 1.64965, phi min = -0.0898044, phi max = -0.259261 OK
RE-1_R3_CH36_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = -0.916114, eta max = -0.96088, phi min = -0.0899813, phi max = -0.259085 OK
RE-1_R3_CH36_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = -0.962043, eta max = -1.05864, phi min = -0.089982, phi max = -0.259084 OK
RE-1_R3_CH36_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = -1.06004, eta max = -1.1439, phi min = -0.0899825, phi max = -0.259083 OK
RE+1_R3_CH36_A ,  distance to beam line  = 661.304, distance to beam line max = 681.454, eta min = 0.916114, eta max = 0.96088, phi min = -0.259085, phi max = -0.0899813 OK
RE+1_R3_CH36_B ,  distance to beam line  = 602.273, distance to beam line max = 640.223, eta min = 0.962043, eta max = 1.05864, phi min = -0.259084, phi max = -0.089982 OK
RE+1_R3_CH36_C ,  distance to beam line  = 535.327, distance to beam line max = 563.327, eta min = 1.06004, eta max = 1.1439, phi min = -0.259083, phi max = -0.0899825 OK
RE-2_R2_CH01_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = -1.24617, eta max = -1.36036, phi min = -0.0845509, phi max = 0.0845509 OK
RE-2_R2_CH01_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = -1.36238, eta max = -1.48014, phi min = -0.0845502, phi max = 0.0845502 OK
RE-2_R2_CH01_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = -1.48251, eta max = -1.60554, phi min = -0.084549, phi max = 0.084549 OK
RE+2_R2_CH01_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = 1.24617, eta max = 1.36036, phi min = 0.0845509, phi max = -0.0845509 OK
RE+2_R2_CH01_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = 1.36238, eta max = 1.48014, phi min = 0.0845502, phi max = -0.0845502 OK
RE+2_R2_CH01_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = 1.48251, eta max = 1.60554, phi min = 0.084549, phi max = -0.084549 OK
RE-2_R3_CH01_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = -0.979359, eta max = -1.03887, phi min = -0.0845507, phi max = 0.0845507 OK
RE-2_R3_CH01_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = -1.04009, eta max = -1.14053, phi min = -0.0845513, phi max = 0.0845513 OK
RE-2_R3_CH01_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = -1.14198, eta max = -1.23603, phi min = -0.0845509, phi max = 0.0845509 OK
RE+2_R3_CH01_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = 0.979359, eta max = 1.03887, phi min = 0.0845507, phi max = -0.0845507 OK
RE+2_R3_CH01_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = 1.04009, eta max = 1.14053, phi min = 0.0845513, phi max = -0.0845513 OK
RE+2_R3_CH01_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = 1.14198, eta max = 1.23603, phi min = 0.0845509, phi max = -0.0845509 OK
RE-2_R2_CH07_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = -1.24617, eta max = -1.36036, phi min = 0.962647, phi max = 1.13175 OK
RE-2_R2_CH07_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = -1.36238, eta max = -1.48014, phi min = 0.962647, phi max = 1.13175 OK
RE-2_R2_CH07_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = -1.48251, eta max = -1.60554, phi min = 0.962649, phi max = 1.13175 OK
RE+2_R2_CH07_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = 1.24617, eta max = 1.36036, phi min = 1.13175, phi max = 0.962647 OK
RE+2_R2_CH07_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = 1.36238, eta max = 1.48014, phi min = 1.13175, phi max = 0.962647 OK
RE+2_R2_CH07_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = 1.48251, eta max = 1.60554, phi min = 1.13175, phi max = 0.962649 OK
RE-2_R3_CH07_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = -0.979359, eta max = -1.03887, phi min = 0.962647, phi max = 1.13175 OK
RE-2_R3_CH07_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = -1.04009, eta max = -1.14053, phi min = 0.962646, phi max = 1.13175 OK
RE-2_R3_CH07_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = -1.14198, eta max = -1.23603, phi min = 0.962647, phi max = 1.13175 OK
RE+2_R3_CH07_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = 0.979359, eta max = 1.03887, phi min = 1.13175, phi max = 0.962647 OK
RE+2_R3_CH07_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = 1.04009, eta max = 1.14053, phi min = 1.13175, phi max = 0.962646 OK
RE+2_R3_CH07_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = 1.14198, eta max = 1.23603, phi min = 1.13175, phi max = 0.962647 OK
RE-2_R2_CH13_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = -1.24617, eta max = -1.36036, phi min = 2.00984, phi max = 2.17895 OK
RE-2_R2_CH13_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = -1.36238, eta max = -1.48014, phi min = 2.00984, phi max = 2.17895 OK
RE-2_R2_CH13_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = -1.48251, eta max = -1.60554, phi min = 2.00985, phi max = 2.17894 OK
RE+2_R2_CH13_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = 1.24617, eta max = 1.36036, phi min = 2.17895, phi max = 2.00984 OK
RE+2_R2_CH13_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = 1.36238, eta max = 1.48014, phi min = 2.17895, phi max = 2.00984 OK
RE+2_R2_CH13_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = 1.48251, eta max = 1.60554, phi min = 2.17894, phi max = 2.00985 OK
RE-2_R3_CH13_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = -0.979359, eta max = -1.03887, phi min = 2.00984, phi max = 2.17895 OK
RE-2_R3_CH13_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = -1.04009, eta max = -1.14053, phi min = 2.00984, phi max = 2.17895 OK
RE-2_R3_CH13_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = -1.14198, eta max = -1.23603, phi min = 2.00984, phi max = 2.17895 OK
RE+2_R3_CH13_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = 0.979359, eta max = 1.03887, phi min = 2.17895, phi max = 2.00984 OK
RE+2_R3_CH13_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = 1.04009, eta max = 1.14053, phi min = 2.17895, phi max = 2.00984 OK
RE+2_R3_CH13_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = 1.14198, eta max = 1.23603, phi min = 2.17895, phi max = 2.00984 OK
RE-2_R2_CH19_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = -1.24617, eta max = -1.36036, phi min = 3.05704, phi max = -3.05704 OK
RE-2_R2_CH19_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = -1.36238, eta max = -1.48014, phi min = 3.05704, phi max = -3.05704 OK
RE-2_R2_CH19_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = -1.48251, eta max = -1.60554, phi min = 3.05704, phi max = -3.05704 OK
RE+2_R2_CH19_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = 1.24617, eta max = 1.36036, phi min = -3.05704, phi max = 3.05704 OK
RE+2_R2_CH19_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = 1.36238, eta max = 1.48014, phi min = -3.05704, phi max = 3.05704 OK
RE+2_R2_CH19_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = 1.48251, eta max = 1.60554, phi min = -3.05704, phi max = 3.05704 OK
RE-2_R3_CH19_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = -0.979359, eta max = -1.03887, phi min = 3.05704, phi max = -3.05704 OK
RE-2_R3_CH19_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = -1.04009, eta max = -1.14053, phi min = 3.05704, phi max = -3.05704 OK
RE-2_R3_CH19_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = -1.14198, eta max = -1.23603, phi min = 3.05704, phi max = -3.05704 OK
RE+2_R3_CH19_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = 0.979359, eta max = 1.03887, phi min = -3.05704, phi max = 3.05704 OK
RE+2_R3_CH19_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = 1.04009, eta max = 1.14053, phi min = -3.05704, phi max = 3.05704 OK
RE+2_R3_CH19_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = 1.14198, eta max = 1.23603, phi min = -3.05704, phi max = 3.05704 OK
RE-2_R2_CH25_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = -1.24617, eta max = -1.36036, phi min = -2.17895, phi max = -2.00984 OK
RE-2_R2_CH25_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = -1.36238, eta max = -1.48014, phi min = -2.17895, phi max = -2.00984 OK
RE-2_R2_CH25_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = -1.48251, eta max = -1.60554, phi min = -2.17894, phi max = -2.00985 OK
RE+2_R2_CH25_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = 1.24617, eta max = 1.36036, phi min = -2.00984, phi max = -2.17895 OK
RE+2_R2_CH25_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = 1.36238, eta max = 1.48014, phi min = -2.00984, phi max = -2.17895 OK
RE+2_R2_CH25_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = 1.48251, eta max = 1.60554, phi min = -2.00985, phi max = -2.17894 OK
RE-2_R3_CH25_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = -0.979359, eta max = -1.03887, phi min = -2.17895, phi max = -2.00984 OK
RE-2_R3_CH25_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = -1.04009, eta max = -1.14053, phi min = -2.17895, phi max = -2.00984 OK
RE-2_R3_CH25_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = -1.14198, eta max = -1.23603, phi min = -2.17895, phi max = -2.00984 OK
RE+2_R3_CH25_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = 0.979359, eta max = 1.03887, phi min = -2.00984, phi max = -2.17895 OK
RE+2_R3_CH25_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = 1.04009, eta max = 1.14053, phi min = -2.00984, phi max = -2.17895 OK
RE+2_R3_CH25_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = 1.14198, eta max = 1.23603, phi min = -2.00984, phi max = -2.17895 OK
RE-2_R2_CH31_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = -1.24617, eta max = -1.36036, phi min = -1.13175, phi max = -0.962647 OK
RE-2_R2_CH31_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = -1.36238, eta max = -1.48014, phi min = -1.13175, phi max = -0.962647 OK
RE-2_R2_CH31_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = -1.48251, eta max = -1.60554, phi min = -1.13175, phi max = -0.962649 OK
RE+2_R2_CH31_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = 1.24617, eta max = 1.36036, phi min = -0.962647, phi max = -1.13175 OK
RE+2_R2_CH31_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = 1.36238, eta max = 1.48014, phi min = -0.962647, phi max = -1.13175 OK
RE+2_R2_CH31_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = 1.48251, eta max = 1.60554, phi min = -0.962649, phi max = -1.13175 OK
RE-2_R3_CH31_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = -0.979359, eta max = -1.03887, phi min = -1.13175, phi max = -0.962647 OK
RE-2_R3_CH31_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = -1.04009, eta max = -1.14053, phi min = -1.13175, phi max = -0.962646 OK
RE-2_R3_CH31_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = -1.14198, eta max = -1.23603, phi min = -1.13175, phi max = -0.962647 OK
RE+2_R3_CH31_A ,  distance to beam line  = 667.585, distance to beam line max = 693.535, eta min = 0.979359, eta max = 1.03887, phi min = -0.962647, phi max = -1.13175 OK
RE+2_R3_CH31_B ,  distance to beam line  = 602.776, distance to beam line max = 640.726, eta min = 1.04009, eta max = 1.14053, phi min = -0.962646, phi max = -1.13175 OK
RE+2_R3_CH31_C ,  distance to beam line  = 533.621, distance to beam line max = 563.821, eta min = 1.14198, eta max = 1.23603, phi min = -0.962647, phi max = -1.13175 OK
RE-2_R2_CH02_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = -1.24146, eta max = -1.35549, phi min = 0.0899821, phi max = 0.259084 OK
RE-2_R2_CH02_B ,  distance to beam line  = 407.794, distance to beam line max = 434.744, eta min = -1.3575, eta max = -1.47513, phi min = 0.0899827, phi max = 0.259083 OK
RE-2_R2_CH02_C ,  distance to beam line  = 355.81, distance to beam line max = 379.76, eta min = -1.4775, eta max = -1.60041, phi min = 0.089984, phi max = 0.259082 OK
RE+2_R2_CH02_A ,  distance to beam line  = 466.545, distance to beam line max = 497.395, eta min = 1.24146, eta max = 1.35549, phi min = 0.259084, phi max = 0.0899821 OK
